Block_ID,Borough,Month_Year,count_illegal_dumping,count_rat_sighting,Month_Start,lag_1_rat,lag_1_dumping,lag_2_rat,lag_6_rat,lag_3_avg_rat,lag_12_avg_rat,dumping_rat_interaction,month,year,next_month_rat_count
40.6677_-73.9809,BROOKLYN,2023-05,1,0,2023-05-01,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5,2023,0.0
40.6677_-73.9809,BROOKLYN,2023-06,1,0,2023-06-01,0.0,1.0,0.0,0.0,0.0,1.7777777777777777,0.0,6,2023,0.0
40.6677_-73.9809,BROOKLYN,2023-09,1,0,2023-09-01,0.0,1.0,0.0,0.0,0.0,1.6,0.0,9,2023,0.0
40.6677_-73.9833,BROOKLYN,2022-04,0,1,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4,2022,0.0
40.6677_-73.9834,BROOKLYN,2022-12,1,0,2022-12-01,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,12,2022,0.0
40.6677_-73.985,BROOKLYN,2023-09,0,1,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,9,2023,1.0
40.6677_-73.9884,BROOKLYN,2022-10,1,0,2022-10-01,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,10,2022,1.0
40.6678_-73.7399,QUEENS,2023-07,1,0,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,7,2023,0.0
40.6678_-73.7399,QUEENS,2023-10,1,0,2023-10-01,0.0,1.0,0.0,0.0,0.0,0.25,0.0,10,2023,0.0
40.6678_-73.7622,QUEENS,2022-03,1,0,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022,0.0
40.6678_-73.7622,QUEENS,2022-08,1,0,2022-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.6678_-73.7981,QUEENS,2024-07,1,0,2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2024,0.0
40.6678_-73.7997,QUEENS,2024-05,1,0,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2024,0.0
40.6678_-73.7997,QUEENS,2025-02,1,0,2025-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2025,0.0
40.6678_-73.7998,QUEENS,2023-08,1,0,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2023,0.0
40.6678_-73.7999,QUEENS,2023-07,2,0,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2023,0.0
40.6678_-73.7999,QUEENS,2023-12,1,0,2023-12-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12,2023,0.0
40.6678_-73.7999,QUEENS,2024-06,1,0,2024-06-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,2024,0.0
40.6678_-73.8374,QUEENS,2024-06,1,0,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2024,0.0
40.6678_-73.8376,QUEENS,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022,0.0
40.6678_-73.8376,QUEENS,2024-10,1,0,2024-10-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,2024,0.0
40.6678_-73.8376,QUEENS,2025-04,1,0,2025-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2025,0.0
40.6678_-73.8566,QUEENS,2023-01,1,0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023,1.0
40.6678_-73.8727,BROOKLYN,2025-08,1,0,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2025,0.0
40.6678_-73.8749,BROOKLYN,2023-12,0,1,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2023,1.0
40.6678_-73.8839,BROOKLYN,2024-05,0,2,2024-05-01,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,5,2024,1.0
40.6678_-73.8841,BROOKLYN,2022-10,1,0,2022-10-01,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10,2022,0.0
40.6678_-73.8841,BROOKLYN,2023-09,1,0,2023-09-01,0.0,1.0,0.0,0.0,1.0,0.75,0.0,9,2023,1.0
40.6678_-73.8841,BROOKLYN,2024-02,0,1,2024-02-01,0.0,1.0,0.0,0.0,0.0,0.6,0.0,2,2024,1.0
40.6678_-73.8952,BROOKLYN,2022-08,1,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.8,0.0,8,2022,0.0
40.6678_-73.8952,BROOKLYN,2023-07,1,0,2023-07-01,0.0,1.0,0.0,0.0,0.0,0.6,0.0,7,2023,1.0
40.6678_-73.9307,BROOKLYN,2025-12,0,4,2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2025,1.0
40.6678_-73.9312,BROOKLYN,2022-09,1,0,2022-09-01,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.0,9,2022,0.0
40.6678_-73.9312,BROOKLYN,2023-08,1,0,2023-08-01,0.0,1.0,0.0,0.0,2.0,1.3333333333333333,0.0,8,2023,0.0
40.6678_-73.9447,BROOKLYN,2022-03,1,2,2022-03-01,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,3,2022,0.0
40.6678_-73.9447,BROOKLYN,2022-10,1,0,2022-10-01,2.0,1.0,0.0,0.0,2.0,1.5,2.0,10,2022,1.0
40.6678_-73.9447,BROOKLYN,2023-04,0,1,2023-04-01,0.0,1.0,2.0,0.0,1.0,1.2,0.0,4,2023,0.0
40.6678_-73.9447,BROOKLYN,2023-10,2,0,2023-10-01,1.0,0.0,0.0,0.0,1.0,1.1666666666666667,0.0,10,2023,1.0
40.6678_-73.9447,BROOKLYN,2025-10,0,1,2025-10-01,0.0,2.0,1.0,0.0,0.3333333333333333,1.0,0.0,10,2025,1.0
40.6678_-73.9455,BROOKLYN,2023-03,2,0,2023-03-01,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,3,2023,0.0
40.6678_-73.9455,BROOKLYN,2023-11,1,0,2023-11-01,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.0,11,2023,1.0
40.6678_-73.9455,BROOKLYN,2024-07,0,1,2024-07-01,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,7,2024,1.0
40.6678_-73.9455,BROOKLYN,2024-09,0,1,2024-09-01,1.0,0.0,0.0,0.0,0.3333333333333333,0.625,0.0,9,2024,1.0
40.6678_-73.9455,BROOKLYN,2024-12,1,1,2024-12-01,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,12,2024,1.0
40.6678_-73.9455,BROOKLYN,2025-03,0,1,2025-03-01,1.0,1.0,1.0,0.0,1.0,0.7,1.0,3,2025,1.0
40.6678_-73.9455,BROOKLYN,2025-05,0,1,2025-05-01,1.0,0.0,1.0,0.0,1.0,0.6,0.0,5,2025,1.0
40.6678_-73.9456,BROOKLYN,2023-03,0,1,2023-03-01,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,3,2023,1.0
40.6678_-73.9456,BROOKLYN,2023-10,0,1,2023-10-01,1.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,10,2023,1.0
40.6678_-73.9457,BROOKLYN,2022-10,0,1,2022-10-01,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,10,2022,1.0
40.6678_-73.9457,BROOKLYN,2023-05,0,1,2023-05-01,1.0,0.0,0.0,0.0,1.0,0.8,0.0,5,2023,1.0
40.6678_-73.9462,BROOKLYN,2024-05,1,0,2024-05-01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5,2024,0.0
40.6678_-73.9561,BROOKLYN,2023-07,0,1,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,7,2023,1.0
40.6678_-73.9561,BROOKLYN,2024-08,0,1,2024-08-01,1.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,8,2024,1.0
40.6678_-73.9579,BROOKLYN,2023-04,1,0,2023-04-01,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,4,2023,0.0
40.6678_-73.959,BROOKLYN,2024-10,1,0,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,10,2024,0.0
40.6678_-73.959,BROOKLYN,2025-02,1,0,2025-02-01,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2,2025,0.0
40.6678_-73.9765,BROOKLYN,2022-08,1,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,8,2022,0.0
40.6678_-73.9765,BROOKLYN,2022-09,1,0,2022-09-01,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,9,2022,1.0
40.6678_-73.9765,BROOKLYN,2023-03,0,1,2023-03-01,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,3,2023,0.0
40.6678_-73.9765,BROOKLYN,2024-07,1,0,2024-07-01,1.0,0.0,0.0,0.0,0.3333333333333333,0.375,0.0,7,2024,0.0
40.6678_-73.9765,BROOKLYN,2024-11,1,0,2024-11-01,0.0,1.0,1.0,0.0,0.3333333333333333,0.25,0.0,11,2024,0.0
40.6678_-73.9765,BROOKLYN,2025-02,1,0,2025-02-01,0.0,1.0,0.0,0.0,0.3333333333333333,0.125,0.0,2,2025,0.0
40.6678_-73.9874,BROOKLYN,2023-01,0,1,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,2023,0.0
40.6678_-73.9886,BROOKLYN,2024-01,0,1,2024-01-01,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1,2024,1.0
40.6678_-73.9886,BROOKLYN,2024-08,0,1,2024-08-01,1.0,0.0,0.0,0.0,1.0,0.5,0.0,8,2024,2.0
40.6678_-73.9922,BROOKLYN,2023-01,0,1,2023-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2023,1.0
40.6679_-73.7666,QUEENS,2024-04,1,0,2024-04-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2024,0.0
40.6679_-73.7666,QUEENS,2024-07,1,0,2024-07-01,0.0,1.0,0.0,0.0,0.0,0.75,0.0,7,2024,0.0
40.6679_-73.7971,QUEENS,2023-08,1,0,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,8,2023,0.0
40.6679_-73.7971,QUEENS,2024-09,1,0,2024-09-01,0.0,1.0,0.0,0.0,0.0,0.25,0.0,9,2024,0.0
40.6679_-73.7971,QUEENS,2024-10,1,0,2024-10-01,0.0,1.0,0.0,0.0,0.0,0.2,0.0,10,2024,0.0
40.6679_-73.7971,QUEENS,2025-03,1,0,2025-03-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,3,2025,0.0
40.6679_-73.8004,QUEENS,2023-12,1,0,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2023,0.0
40.6679_-73.8854,BROOKLYN,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022,0.0
40.6679_-73.8854,BROOKLYN,2022-08,2,0,2022-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.6679_-73.8854,BROOKLYN,2023-10,1,0,2023-10-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,2023,0.0
40.6679_-73.8854,BROOKLYN,2024-09,1,0,2024-09-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2024,0.0
40.6679_-73.8944,BROOKLYN,2022-02,0,1,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022,0.0
40.6679_-73.8944,BROOKLYN,2022-12,1,0,2022-12-01,1.0,0.0,0.0,0.0,1.0,0.2,0.0,12,2022,1.0
40.6679_-73.8944,BROOKLYN,2023-08,0,1,2023-08-01,0.0,1.0,1.0,0.0,0.5,0.16666666666666666,0.0,8,2023,0.0
40.6679_-73.8946,BROOKLYN,2022-04,0,1,2022-04-01,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,4,2022,0.0
40.6679_-73.9006,BROOKLYN,2022-03,0,1,2022-03-01,0.0,0.0,0.0,0.0,1.0,0.6,0.0,3,2022,2.0
40.6679_-73.9006,BROOKLYN,2022-06,0,2,2022-06-01,1.0,0.0,0.0,0.0,1.0,0.8,0.0,6,2022,2.0
40.6679_-73.9006,BROOKLYN,2022-07,0,2,2022-07-01,2.0,0.0,1.0,0.0,1.5,1.0,0.0,7,2022,4.0
40.6679_-73.9006,BROOKLYN,2022-08,0,4,2022-08-01,2.0,0.0,2.0,0.0,1.6666666666666667,1.1428571428571428,0.0,8,2022,1.0
40.6679_-73.9006,BROOKLYN,2022-09,0,1,2022-09-01,4.0,0.0,2.0,0.0,2.6666666666666665,1.5,0.0,9,2022,1.0
40.6679_-73.9006,BROOKLYN,2022-11,0,1,2022-11-01,1.0,0.0,4.0,0.0,2.3333333333333335,1.4444444444444444,0.0,11,2022,1.0
40.6679_-73.9006,BROOKLYN,2023-07,0,1,2023-07-01,1.0,0.0,1.0,1.0,2.0,1.4,0.0,7,2023,1.0
40.6679_-73.9006,BROOKLYN,2023-08,0,1,2023-08-01,1.0,0.0,1.0,2.0,1.0,1.4,0.0,8,2023,1.0
40.6679_-73.9006,BROOKLYN,2025-03,0,1,2025-03-01,1.0,0.0,1.0,2.0,1.0,1.5,0.0,3,2025,1.0
40.6679_-73.9006,BROOKLYN,2025-05,0,1,2025-05-01,1.0,0.0,1.0,4.0,1.0,1.5,0.0,5,2025,1.0
40.6679_-73.9312,BROOKLYN,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,1.0,1.5,0.0,6,2022,0.0
40.6679_-73.932,BROOKLYN,2022-05,0,2,2022-05-01,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,5,2022,1.0
40.6679_-73.9321,BROOKLYN,2022-07,0,1,2022-07-01,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7,2022,1.0
40.6679_-73.9321,BROOKLYN,2022-08,0,1,2022-08-01,1.0,0.0,0.0,0.0,1.5,1.0,0.0,8,2022,1.0
40.6679_-73.9321,BROOKLYN,2022-09,0,1,2022-09-01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9,2022,1.0
40.6679_-73.9321,BROOKLYN,2022-10,0,1,2022-10-01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10,2022,1.0
40.6679_-73.9321,BROOKLYN,2022-12,0,1,2022-12-01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,12,2022,1.0
40.6679_-73.9321,BROOKLYN,2023-07,0,1,2023-07-01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,2023,2.0
40.6679_-73.9321,BROOKLYN,2023-08,0,2,2023-08-01,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8,2023,2.0
40.6679_-73.9321,BROOKLYN,2023-09,0,2,2023-09-01,2.0,0.0,1.0,1.0,1.3333333333333333,1.1111111111111112,0.0,9,2023,1.0
40.6679_-73.9321,BROOKLYN,2023-10,0,1,2023-10-01,2.0,0.0,2.0,1.0,1.6666666666666667,1.2,0.0,10,2023,1.0
40.6679_-73.9324,BROOKLYN,2022-06,0,1,2022-06-01,0.0,0.0,0.0,0.0,1.5,1.3,0.0,6,2022,1.0
40.6679_-73.9324,BROOKLYN,2023-02,0,1,2023-02-01,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2,2023,7.0
40.6679_-73.9324,BROOKLYN,2023-12,0,7,2023-12-01,1.0,0.0,1.0,0.0,1.0,1.1818181818181819,0.0,12,2023,7.0
40.6679_-73.9324,BROOKLYN,2024-01,0,7,2024-01-01,7.0,0.0,1.0,0.0,3.0,1.7272727272727273,0.0,1,2024,1.0
40.6679_-73.9324,BROOKLYN,2024-02,0,1,2024-02-01,7.0,0.0,7.0,0.0,5.0,2.272727272727273,0.0,2,2024,1.0
40.6679_-73.9324,BROOKLYN,2024-09,0,1,2024-09-01,1.0,0.0,7.0,0.0,5.0,2.272727272727273,0.0,9,2024,1.0
40.6679_-73.9324,BROOKLYN,2025-02,0,1,2025-02-01,1.0,0.0,1.0,1.0,3.0,2.272727272727273,0.0,2,2025,1.0
40.6679_-73.9324,BROOKLYN,2025-05,0,1,2025-05-01,1.0,0.0,1.0,1.0,1.0,2.272727272727273,0.0,5,2025,1.0
40.6679_-73.9329,BROOKLYN,2022-05,0,2,2022-05-01,0.0,0.0,0.0,0.0,1.0,2.3333333333333335,0.0,5,2022,2.0
40.6679_-73.9368,BROOKLYN,2025-08,1,0,2025-08-01,0.0,0.0,0.0,0.0,2.0,2.4444444444444446,0.0,8,2025,0.0
40.6679_-73.9483,BROOKLYN,2025-04,0,1,2025-04-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2025,1.0
40.6679_-73.9583,BROOKLYN,2023-03,0,2,2023-03-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2023,2.0
40.6679_-73.9583,BROOKLYN,2023-11,0,2,2023-11-01,2.0,0.0,0.0,0.0,2.0,1.0,0.0,11,2023,1.0
40.6679_-73.9583,BROOKLYN,2025-02,0,1,2025-02-01,2.0,0.0,2.0,0.0,2.0,1.25,0.0,2,2025,2.0
40.6679_-73.9583,BROOKLYN,2025-03,0,2,2025-03-01,1.0,0.0,2.0,0.0,1.6666666666666667,1.5,0.0,3,2025,1.0
40.6679_-73.9583,BROOKLYN,2025-11,0,1,2025-11-01,2.0,0.0,1.0,0.0,1.6666666666666667,1.6,0.0,11,2025,1.0
40.6679_-73.9585,BROOKLYN,2024-02,0,1,2024-02-01,0.0,0.0,0.0,0.0,1.0,1.5,0.0,2,2024,1.0
40.6679_-73.9585,BROOKLYN,2026-01,0,1,2026-01-01,1.0,0.0,0.0,0.0,1.0,1.4285714285714286,0.0,1,2026,1.0
40.6679_-73.9808,BROOKLYN,2022-09,1,0,2022-09-01,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,9,2022,0.0
40.6679_-73.9808,BROOKLYN,2022-10,1,0,2022-10-01,0.0,1.0,0.0,0.0,0.0,1.1428571428571428,0.0,10,2022,0.0
40.6679_-73.9874,BROOKLYN,2023-10,1,0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,2023,0.0
40.6679_-73.9874,BROOKLYN,2024-07,1,0,2024-07-01,0.0,1.0,0.0,0.0,0.0,0.4,0.0,7,2024,0.0
40.6679_-73.989,BROOKLYN,2023-05,0,1,2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2023,1.0
40.6679_-73.9923,BROOKLYN,2025-06,0,1,2025-06-01,0.0,0.0,0.0,0.0,1.0,0.25,0.0,6,2025,1.0
40.667_-73.7462,QUEENS,2022-09,0,2,2022-09-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,9,2022,1.0
40.667_-73.7573,QUEENS,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2,2022,0.0
40.667_-73.7573,QUEENS,2022-07,1,0,2022-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,2022,0.0
40.667_-73.7573,QUEENS,2022-08,1,0,2022-08-01,0.0,1.0,0.0,0.0,0.0,0.8,0.0,8,2022,0.0
40.667_-73.7573,QUEENS,2022-09,2,0,2022-09-01,0.0,1.0,0.0,0.0,0.0,0.6,0.0,9,2022,0.0
40.667_-73.7573,QUEENS,2022-11,1,0,2022-11-01,0.0,2.0,0.0,0.0,0.0,0.5,0.0,11,2022,0.0
40.667_-73.7573,QUEENS,2022-12,1,0,2022-12-01,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.0,12,2022,0.0
40.667_-73.7573,QUEENS,2023-01,1,0,2023-01-01,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,1,2023,0.0
40.667_-73.7573,QUEENS,2023-02,2,0,2023-02-01,0.0,1.0,0.0,0.0,0.0,0.25,0.0,2,2023,0.0
40.667_-73.7573,QUEENS,2023-06,1,0,2023-06-01,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.0,6,2023,0.0
40.667_-73.7573,QUEENS,2023-09,1,0,2023-09-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2023,0.0
40.667_-73.7708,QUEENS,2022-04,2,0,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2022,1.0
40.667_-73.7708,QUEENS,2023-07,2,1,2023-07-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7,2023,1.0
40.667_-73.7708,QUEENS,2024-03,0,1,2024-03-01,1.0,2.0,0.0,0.0,0.5,0.1,2.0,3,2024,1.0
40.667_-73.7708,QUEENS,2024-07,0,1,2024-07-01,1.0,0.0,1.0,0.0,0.6666666666666666,0.2,0.0,7,2024,0.0
40.667_-73.7708,QUEENS,2025-01,1,0,2025-01-01,1.0,0.0,1.0,0.0,1.0,0.3,0.0,1,2025,0.0
40.667_-73.7708,QUEENS,2025-04,1,0,2025-04-01,0.0,1.0,1.0,0.0,0.6666666666666666,0.3,0.0,4,2025,0.0
40.667_-73.7708,QUEENS,2025-06,1,0,2025-06-01,0.0,1.0,0.0,0.0,0.3333333333333333,0.3,0.0,6,2025,1.0
40.667_-73.792,QUEENS,2025-04,0,1,2025-04-01,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,4,2025,1.0
40.667_-73.794,QUEENS,2024-01,1,0,2024-01-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1,2024,0.0
40.667_-73.8212,QUEENS,2022-11,1,0,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,11,2022,0.0
40.667_-73.8212,QUEENS,2023-01,1,0,2023-01-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,2023,0.0
40.667_-73.8212,QUEENS,2023-02,1,0,2023-02-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,2,2023,0.0
40.667_-73.8212,QUEENS,2023-03,1,0,2023-03-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,3,2023,0.0
40.667_-73.8212,QUEENS,2023-05,1,0,2023-05-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,5,2023,0.0
40.667_-73.8212,QUEENS,2024-06,2,0,2024-06-01,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,6,2024,0.0
40.667_-73.8212,QUEENS,2024-08,1,0,2024-08-01,0.0,2.0,0.0,0.0,0.0,0.125,0.0,8,2024,0.0
40.667_-73.8212,QUEENS,2025-05,1,0,2025-05-01,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,5,2025,0.0
40.667_-73.8212,QUEENS,2025-07,1,0,2025-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2025,0.0
40.667_-73.8212,QUEENS,2025-08,2,0,2025-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2025,0.0
40.667_-73.8565,BROOKLYN,2023-02,1,0,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2023,0.0
40.667_-73.8708,BROOKLYN,2023-06,1,1,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2023,0.0
40.667_-73.8708,BROOKLYN,2023-07,1,0,2023-07-01,1.0,1.0,0.0,0.0,1.0,0.16666666666666666,1.0,7,2023,1.0
40.667_-73.8708,BROOKLYN,2023-08,0,1,2023-08-01,0.0,1.0,1.0,0.0,0.5,0.16666666666666666,0.0,8,2023,1.0
40.667_-73.8708,BROOKLYN,2023-09,0,1,2023-09-01,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,9,2023,1.0
40.667_-73.8708,BROOKLYN,2023-11,0,1,2023-11-01,1.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.0,11,2023,1.0
40.667_-73.8708,BROOKLYN,2024-01,0,1,2024-01-01,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,1,2024,1.0
40.667_-73.8708,BROOKLYN,2025-06,1,1,2025-06-01,1.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,6,2025,0.0
40.667_-73.8708,BROOKLYN,2025-07,1,0,2025-07-01,1.0,1.0,1.0,0.0,1.0,0.75,1.0,7,2025,0.0
40.667_-73.8742,BROOKLYN,2023-01,0,1,2023-01-01,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1,2023,0.0
40.667_-73.8811,BROOKLYN,2024-07,1,0,2024-07-01,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,7,2024,0.0
40.667_-73.8879,BROOKLYN,2024-02,1,0,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2,2024,0.0
40.667_-73.8936,BROOKLYN,2022-06,0,1,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,6,2022,0.0
40.667_-73.8936,BROOKLYN,2023-07,1,0,2023-07-01,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,7,2023,1.0
40.667_-73.8946,BROOKLYN,2023-04,1,0,2023-04-01,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,4,2023,1.0
40.667_-73.8946,BROOKLYN,2023-05,0,1,2023-05-01,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,5,2023,1.0
40.667_-73.914,BROOKLYN,2023-01,0,1,2023-01-01,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1,2023,0.0
40.667_-73.914,BROOKLYN,2024-04,1,0,2024-04-01,1.0,0.0,0.0,0.0,1.0,0.5,0.0,4,2024,0.0
40.667_-73.9149,BROOKLYN,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,0.5,0.5,0.0,6,2022,0.0
40.667_-73.9218,BROOKLYN,2022-01,0,1,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1,2022,1.0
40.667_-73.93,BROOKLYN,2025-03,0,1,2025-03-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,3,2025,1.0
40.667_-73.9305,BROOKLYN,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,1.0,0.6,0.0,6,2022,0.0
40.667_-73.9313,BROOKLYN,2025-02,1,0,2025-02-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,2025,0.0
40.667_-73.9313,BROOKLYN,2025-10,1,0,2025-10-01,0.0,1.0,0.0,0.0,0.0,0.4,0.0,10,2025,0.0
40.667_-73.9368,BROOKLYN,2022-05,1,0,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5,2022,0.0
40.667_-73.9368,BROOKLYN,2023-01,1,0,2023-01-01,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1,2023,0.0
40.667_-73.9584,BROOKLYN,2023-01,0,1,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023,1.0
40.667_-73.9593,BROOKLYN,2022-05,1,0,2022-05-01,0.0,0.0,0.0,0.0,1.0,0.2,0.0,5,2022,0.0
40.667_-73.9765,BROOKLYN,2025-05,0,1,2025-05-01,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,5,2025,2.0
40.667_-73.9848,BROOKLYN,2023-04,0,1,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,4,2023,1.0
40.667_-73.9848,BROOKLYN,2023-05,0,1,2023-05-01,1.0,0.0,0.0,0.0,1.0,0.75,0.0,5,2023,1.0
40.667_-73.9848,BROOKLYN,2024-07,0,1,2024-07-01,1.0,0.0,1.0,0.0,1.0,0.75,0.0,7,2024,1.0
40.667_-73.9848,BROOKLYN,2024-08,0,1,2024-08-01,1.0,0.0,1.0,0.0,1.0,0.8,0.0,8,2024,1.0
